Headline ID,Body ID,Stance
3655,2130,unrelated
2697,1547,unrelated
2879,321,unrelated
2866,1478,discuss
4059,17,unrelated
3373,830,agree
2700,2326,agree
3688,662,unrelated
4056,43,unrelated
3440,365,unrelated
3439,125,unrelated
3357,1298,unrelated
2927,1627,unrelated
3933,1832,agree
2994,874,unrelated
3389,1889,discuss
3176,1661,unrelated
4121,1461,discuss
2809,511,unrelated
4147,1165,unrelated
3915,793,unrelated
2816,1948,unrelated
4111,1256,unrelated
3458,524,unrelated
3154,666,agree
2650,205,unrelated
3574,1292,unrelated
3304,2360,unrelated
3493,2511,discuss
3441,81,unrelated
3083,2133,discuss
2817,2180,discuss
3484,1143,unrelated
3881,702,unrelated
3090,1336,agree
3772,2481,unrelated
3193,1221,unrelated
3919,1175,unrelated
3556,958,unrelated
3937,530,unrelated
2561,1588,unrelated
3601,1179,unrelated
3653,1637,disagree
3925,304,unrelated
3400,2252,unrelated
3390,909,unrelated
2873,984,unrelated
3032,2252,unrelated
2801,2501,unrelated
4163,1346,discuss
3804,1372,unrelated
3978,830,unrelated
3693,1517,agree
2670,2468,agree
3787,2109,unrelated
3746,822,unrelated
2794,269,unrelated
2621,2360,agree
2614,2386,agree
3558,300,unrelated
2714,1480,unrelated
3597,1788,discuss
2951,1003,unrelated
2739,480,unrelated
3871,2225,discuss
2981,1572,discuss
3916,304,unrelated
3697,2404,unrelated
2849,30,unrelated
3846,2039,unrelated
3360,298,unrelated
2736,1606,discuss
2616,477,unrelated
3804,244,unrelated
4177,690,unrelated
3830,524,unrelated
2794,816,unrelated
3124,1471,unrelated
2797,2304,unrelated
3799,1393,discuss
3954,529,unrelated
3933,1010,unrelated
3834,1437,unrelated
3530,1370,discuss
3790,2328,unrelated
2607,524,unrelated
3368,313,unrelated
3588,1263,disagree
2799,742,discuss
2723,1658,unrelated
2651,684,unrelated
2986,2260,unrelated
3631,2521,unrelated
2809,80,unrelated
3814,1289,unrelated
3737,381,unrelated
2848,18,agree
3099,381,unrelated
2635,1772,unrelated
2962,877,unrelated
3373,2523,unrelated
3439,244,unrelated
3172,1934,unrelated
2917,55,unrelated
2624,1974,unrelated
3418,213,unrelated
3302,403,unrelated
2533,205,agree
3285,121,unrelated
3411,1865,discuss
3485,1311,discuss
4055,2266,discuss
3725,483,unrelated
4031,1175,discuss
3839,343,agree
4087,559,unrelated
2859,1198,unrelated
3388,1938,agree
3888,1079,discuss
2925,1438,unrelated
3226,367,unrelated
3636,2161,unrelated
3414,137,unrelated
2636,1885,discuss
3344,1260,unrelated
3720,1905,unrelated
3324,1338,unrelated
3381,1003,unrelated
3341,704,unrelated
2596,2452,discuss
4075,431,unrelated
3892,805,unrelated
3674,2404,unrelated
3326,2360,unrelated
3460,2481,discuss
3374,271,unrelated
3261,1891,discuss
3606,950,unrelated
3110,756,agree
2779,2453,unrelated
3562,1627,unrelated
3940,206,unrelated
3830,971,unrelated
3602,62,unrelated
3725,1974,discuss
3326,2268,discuss
2795,1369,unrelated
4178,650,agree
3239,1896,discuss
3384,1938,unrelated
2971,1862,disagree
3309,1503,unrelated
2927,826,unrelated
3973,2252,unrelated
3228,1651,unrelated
3912,992,discuss
2957,1757,discuss
3950,450,unrelated
2734,2237,unrelated
2608,989,unrelated
3085,855,unrelated
2809,524,unrelated
3407,29,unrelated
2851,1253,discuss
2745,1338,unrelated
3621,1182,agree
2731,2070,unrelated
3096,40,unrelated
3496,730,unrelated
3547,724,unrelated
3249,2284,unrelated
3336,997,discuss
2941,1319,unrelated
3501,1349,unrelated
2969,1166,discuss
3346,2508,unrelated
2881,936,unrelated
3395,1177,discuss
3411,1660,unrelated
3390,2443,discuss
3402,1178,unrelated
2849,258,unrelated
3577,755,unrelated
3934,1572,unrelated
4037,1848,unrelated
3824,1564,discuss
3292,1009,unrelated
3795,1015,unrelated
3957,2159,discuss
3899,1549,unrelated
4177,1012,unrelated
4134,731,unrelated
3205,1288,discuss
2743,1873,unrelated
3884,695,unrelated
3460,1974,unrelated
2603,214,unrelated
2972,551,unrelated
2746,456,unrelated
3234,1697,unrelated
2668,2470,unrelated
2806,1222,unrelated
3411,2272,unrelated
4019,1839,unrelated
2867,2256,unrelated
3645,693,unrelated
3372,1740,agree
3738,2061,agree
2637,132,unrelated
2987,186,unrelated
3087,1642,unrelated
4072,2142,unrelated
3117,1375,agree
3957,34,unrelated
2977,1013,unrelated
3768,87,unrelated
2879,2240,unrelated
4096,1289,unrelated
3683,1538,discuss
3219,258,unrelated
2719,932,unrelated
2922,2498,agree
2713,10,unrelated
3291,2313,unrelated
2993,1461,discuss
2702,2257,agree
2696,1697,unrelated
3145,1790,discuss
3379,1339,agree
3085,467,unrelated
3997,1844,unrelated
3911,206,unrelated
3814,1708,unrelated
4099,1289,unrelated
3155,377,unrelated
3093,403,disagree
3335,1029,unrelated
4059,2523,unrelated
3445,451,discuss
2717,2506,discuss
3513,1040,unrelated
3701,2307,unrelated
2927,11,unrelated
3925,1901,unrelated
2926,1640,agree
3972,1549,unrelated
3642,1735,unrelated
3800,2411,unrelated
3125,1832,unrelated
3084,2061,unrelated
3198,686,unrelated
3456,999,discuss
3187,2024,agree
3381,1372,unrelated
4115,1627,unrelated
3080,874,unrelated
2959,1943,discuss
3134,2070,unrelated
3734,1735,unrelated
3241,1312,discuss
2792,359,unrelated
3371,1627,agree
3069,1574,unrelated
3124,2022,unrelated
3439,2078,unrelated
2927,7,unrelated
3896,1423,unrelated
3636,693,unrelated
3138,1543,unrelated
3173,2414,agree
3109,2015,unrelated
3556,1252,unrelated
3420,1022,agree
3360,2403,discuss
2873,1982,unrelated
2949,2067,agree
3814,527,unrelated
2539,1317,unrelated
3583,511,unrelated
3602,731,discuss
2823,572,unrelated
4006,1001,discuss
3473,208,unrelated
3688,847,discuss
3168,1466,unrelated
4161,2287,unrelated
2772,818,unrelated
3252,2463,unrelated
3920,1949,unrelated
2907,1374,unrelated
3825,817,unrelated
4014,304,unrelated
2699,2134,unrelated
3690,830,agree
3077,1549,unrelated
3786,68,unrelated
3093,487,unrelated
2998,2307,unrelated
3241,1660,unrelated
3591,824,agree
2746,1950,unrelated
2633,2526,unrelated
4060,1408,unrelated
3990,1970,agree
4142,298,unrelated
3972,1786,discuss
2969,344,unrelated
3758,1697,unrelated
3313,186,unrelated
3664,877,unrelated
3176,244,unrelated
2688,350,unrelated
3992,40,unrelated
4097,1939,unrelated
2691,530,unrelated
3050,625,unrelated
3612,2252,unrelated
2916,1565,unrelated
2937,2020,unrelated
3893,686,unrelated
3688,2020,unrelated
3822,1744,unrelated
3732,2329,unrelated
3254,2421,unrelated
2646,2127,unrelated
3242,2177,disagree
2994,1574,unrelated
3751,308,unrelated
3790,1183,unrelated
3274,706,unrelated
2970,585,unrelated
3518,1179,unrelated
2584,1029,unrelated
3647,2184,unrelated
3680,1242,disagree
3899,524,unrelated
3411,2448,discuss
3381,40,unrelated
3360,1603,unrelated
4092,1197,unrelated
2978,1940,unrelated
3075,683,unrelated
2723,1368,unrelated
2937,1786,unrelated
3151,1594,disagree
2743,1867,unrelated
4052,2278,disagree
3470,1549,unrelated
4050,1708,unrelated
3551,2328,unrelated
3928,431,unrelated
4156,2367,discuss
3067,2220,discuss
3764,2526,unrelated
3338,1004,unrelated
2584,730,unrelated
2989,2265,unrelated
2707,2463,unrelated
3509,983,discuss
3595,516,unrelated
3031,286,unrelated
3560,1938,unrelated
3306,244,unrelated
3720,1547,unrelated
3230,1289,unrelated
3643,1075,discuss
3137,1853,unrelated
2966,105,unrelated
2673,2114,unrelated
3069,1288,discuss
2547,551,unrelated
3857,800,unrelated
3173,971,unrelated
3146,1384,agree
4028,2109,unrelated
2661,800,discuss
3200,2403,discuss
3065,2379,agree
4074,170,unrelated
3842,2524,discuss
3937,54,unrelated
2533,1547,unrelated
2764,1480,unrelated
3110,1976,agree
3283,1097,unrelated
3084,1888,unrelated
3782,1477,unrelated
3258,105,unrelated
3549,296,discuss
2819,1048,unrelated
4015,1644,unrelated
2648,1949,agree
3957,1019,unrelated
3026,1295,unrelated
3099,1439,unrelated
4147,2015,unrelated
4093,321,unrelated
3076,2367,unrelated
3239,992,unrelated
3887,1372,unrelated
2700,2240,unrelated
2707,737,unrelated
3543,788,unrelated
3411,1808,unrelated
2730,2028,discuss
2947,2287,unrelated
2753,1659,unrelated
4127,1574,unrelated
3611,2287,discuss
2893,1331,unrelated
3793,81,unrelated
2937,121,unrelated
2816,1289,unrelated
2535,2269,unrelated
2647,2252,unrelated
3527,2406,discuss
3927,698,unrelated
2816,2177,unrelated
3439,1661,unrelated
2650,1680,unrelated
3711,2528,unrelated
3409,29,unrelated
2683,1439,unrelated
3655,1347,unrelated
2755,72,unrelated
3406,2044,unrelated
2662,2523,agree
3012,209,unrelated
3639,1024,unrelated
2951,2520,unrelated
2580,190,unrelated
2594,559,unrelated
2714,1385,unrelated
2934,195,unrelated
2681,13,unrelated
3653,105,unrelated
3200,1661,unrelated
2578,1294,unrelated
4037,2297,unrelated
3726,1205,unrelated
3389,81,unrelated
2805,2097,unrelated
2809,1361,unrelated
3077,874,unrelated
3421,2240,disagree
4127,623,agree
3401,2341,agree
2966,1572,unrelated
3287,1019,disagree
3938,2519,discuss
3551,1299,unrelated
3628,1489,discuss
3620,844,unrelated
3667,2097,unrelated
3262,1266,unrelated
3606,456,unrelated
2774,2328,discuss
3816,1459,discuss
4061,1592,agree
3303,1853,unrelated
2879,1940,unrelated
3544,1588,unrelated
3061,2192,unrelated
3223,2254,unrelated
2932,304,unrelated
3239,1027,discuss
3580,524,unrelated
2612,1890,agree
3927,447,discuss
3719,639,discuss
2810,979,unrelated
2702,1179,unrelated
3313,2329,unrelated
4065,1925,discuss
4151,1965,agree
3014,35,unrelated
2834,208,unrelated
3516,1076,discuss
2780,1263,disagree
3685,1806,unrelated
3546,1875,unrelated
3801,2149,discuss
3090,1966,agree
3076,2175,unrelated
2693,694,unrelated
3677,1574,unrelated
3558,2314,unrelated
2735,2129,unrelated
3888,195,unrelated
3419,1351,unrelated
3360,1885,discuss
3491,2296,unrelated
3075,1678,unrelated
3163,1009,unrelated
3054,1948,unrelated
2569,1815,unrelated
4152,283,disagree
4147,271,unrelated
3580,714,unrelated
2816,2197,unrelated
2737,1125,unrelated
4095,2123,unrelated
3773,239,unrelated
3953,2141,unrelated
2910,1125,unrelated
2678,1242,unrelated
3337,1360,unrelated
3466,1137,unrelated
3606,2234,unrelated
2588,1197,unrelated
3749,909,unrelated
2551,2370,unrelated
3766,2463,discuss
4177,2175,unrelated
2656,2161,agree
3737,1608,unrelated
3367,220,unrelated
3261,1921,unrelated
3149,826,unrelated
2722,1260,agree
2646,1873,unrelated
3441,1252,unrelated
3283,524,unrelated
2607,1336,discuss
3740,1478,agree
3125,2307,unrelated
3253,324,unrelated
2809,1347,unrelated
2870,1588,unrelated
3037,2515,agree
3533,2304,discuss
3123,1426,unrelated
3239,402,unrelated
2910,2191,discuss
2873,1288,discuss
3485,1913,unrelated
3138,527,unrelated
2533,446,discuss
2701,1885,unrelated
3230,968,unrelated
3418,80,unrelated
3491,456,unrelated
2819,34,unrelated
2947,125,unrelated
4016,1407,agree
4029,1666,agree
4018,1439,unrelated
3688,938,unrelated
2731,1040,unrelated
3842,1905,unrelated
3831,286,unrelated
3043,1018,agree
3934,2252,unrelated
2850,80,unrelated
2683,1372,unrelated
3033,1029,unrelated
3704,1183,unrelated
2964,1538,unrelated
2607,1120,unrelated
2827,1648,unrelated
2609,87,unrelated
3151,1221,unrelated
2793,2531,discuss
2869,1481,unrelated
3326,1795,unrelated
2679,2218,unrelated
2937,776,unrelated
3469,205,unrelated
2785,1222,agree
2874,2269,unrelated
2910,1372,unrelated
3396,1178,unrelated
3547,1467,unrelated
4032,651,unrelated
4084,742,unrelated
3778,662,unrelated
2533,1660,unrelated
2755,651,unrelated
3729,1702,unrelated
2652,698,unrelated
2942,132,unrelated
3957,381,unrelated
3281,1866,discuss
3580,1549,unrelated
3362,271,unrelated
3072,1125,unrelated
3154,186,unrelated
3419,2304,unrelated
4019,917,unrelated
4065,359,unrelated
2960,1661,unrelated
3917,1097,unrelated
3948,1834,agree
4016,34,unrelated
3993,539,unrelated
3099,206,unrelated
2735,1249,discuss
3009,1372,unrelated
4044,61,unrelated
3751,1921,unrelated
3928,161,unrelated
3641,1839,unrelated
3912,1022,unrelated
3925,1883,unrelated
3759,1982,unrelated
3824,1692,discuss
2607,1627,unrelated
2835,1358,unrelated
4096,1467,unrelated
4093,1263,unrelated
3242,503,unrelated
2687,61,unrelated
3547,2344,unrelated
3219,83,disagree
3374,892,discuss
2969,2078,unrelated
3952,1875,unrelated
2928,969,discuss
2872,757,unrelated
2545,2219,discuss
3916,1883,unrelated
3020,731,unrelated
3170,428,unrelated
3179,892,unrelated
3171,2389,unrelated
3469,1913,unrelated
3381,2272,disagree
2924,1439,unrelated
3583,1627,unrelated
3303,1921,unrelated
2749,185,unrelated
2743,2304,unrelated
3069,2386,discuss
2540,1498,unrelated
2994,1679,discuss
3417,2448,unrelated
3095,2367,unrelated
4179,298,unrelated
3933,121,unrelated
3449,1795,unrelated
2833,1880,disagree
3411,1384,unrelated
3759,2067,discuss
4138,1137,agree
3176,1506,unrelated
3306,1372,unrelated
3472,1938,unrelated
3782,2440,agree
3899,26,unrelated
3866,1815,unrelated
2911,2290,unrelated
3244,385,unrelated
3239,1019,unrelated
2951,1603,unrelated
3511,1860,agree
3574,1627,unrelated
3382,1896,unrelated
4073,244,unrelated
2752,1003,unrelated
2920,614,unrelated
2624,2317,discuss
2978,1968,unrelated
3916,2096,unrelated
2620,651,unrelated
3378,1934,unrelated
3793,997,discuss
3118,1336,agree
3025,2441,unrelated
4047,2090,unrelated
4106,2367,unrelated
2816,1506,discuss
2592,1744,unrelated
3199,578,discuss
3664,2404,discuss
2800,1256,unrelated
2584,1638,disagree
3751,195,unrelated
3802,1921,unrelated
2546,397,agree
4121,958,unrelated
3654,1423,discuss
3671,2526,unrelated
2998,724,unrelated
2835,2096,discuss
4006,2153,discuss
3076,892,unrelated
4125,1543,unrelated
3849,1157,discuss
3261,1426,unrelated
3908,272,discuss
4037,1883,agree
3620,2287,discuss
3145,1795,unrelated
3372,1148,unrelated
3073,99,unrelated
3202,1048,unrelated
3036,1438,unrelated
2872,2264,discuss
3318,2129,unrelated
3708,1361,discuss
3186,1372,unrelated
3124,1049,unrelated
3291,450,unrelated
2625,962,unrelated
3282,1660,unrelated
4028,2495,discuss
3518,1268,unrelated
3871,1312,unrelated
3490,1251,unrelated
2672,1661,unrelated
3083,2149,unrelated
2844,321,unrelated
3816,621,unrelated
2805,2153,discuss
3870,2528,unrelated
3659,2307,agree
3567,2476,discuss
3752,2087,unrelated
3350,1547,unrelated
4146,1323,unrelated
2700,130,unrelated
3493,1333,discuss
3555,2240,unrelated
2646,2404,unrelated
3357,1775,disagree
3250,26,unrelated
3613,2252,unrelated
2771,1916,unrelated
3472,2078,unrelated
2576,2389,unrelated
3844,752,unrelated
2793,1256,unrelated
3598,533,unrelated
2743,1351,unrelated
3154,2296,unrelated
3688,533,unrelated
2718,14,discuss
3822,724,agree
3876,116,unrelated
3251,414,unrelated
3467,405,unrelated
3551,1949,unrelated
3946,1423,agree
4113,2171,agree
3052,1880,disagree
2978,1036,unrelated
3075,646,discuss
3469,950,unrelated
3230,169,unrelated
2759,1814,unrelated
2924,1372,unrelated
4094,633,unrelated
