Headline ID,Body ID,Stance
4119,2306,unrelated
3281,419,unrelated
4170,723,unrelated
2931,1818,discuss
2840,707,unrelated
2956,2520,unrelated
3392,8,unrelated
3566,2147,unrelated
4007,1825,discuss
2816,2299,unrelated
4139,2116,unrelated
2731,1739,unrelated
2643,416,discuss
3784,1849,agree
3225,2192,unrelated
3160,527,unrelated
3463,879,agree
3756,1477,unrelated
3081,1266,unrelated
3212,530,unrelated
3440,986,unrelated
4172,1217,discuss
3864,639,unrelated
3245,214,unrelated
2828,2141,unrelated
3475,1461,unrelated
4171,1628,unrelated
2764,699,unrelated
3020,2509,unrelated
4042,1339,unrelated
3550,1814,unrelated
3154,1528,unrelated
3947,1943,unrelated
3626,1368,discuss
2670,1296,unrelated
3808,1278,unrelated
3398,511,unrelated
2888,1871,unrelated
3838,2497,discuss
3696,867,unrelated
4039,961,unrelated
2707,1682,discuss
4124,2076,agree
3523,1906,unrelated
3059,304,unrelated
3263,983,discuss
3034,2163,discuss
3970,2299,unrelated
3869,932,unrelated
3037,1877,unrelated
2912,1202,discuss
3724,2495,unrelated
2694,2132,unrelated
3474,1502,unrelated
4158,2327,unrelated
3476,1948,unrelated
3334,936,unrelated
3131,676,unrelated
4116,1045,agree
3881,1494,unrelated
3422,144,unrelated
2985,959,unrelated
2578,574,unrelated
3854,1303,unrelated
2843,2215,agree
3170,2375,agree
4042,2115,unrelated
4169,498,unrelated
2948,54,unrelated
3491,1446,discuss
3352,208,unrelated
3345,450,unrelated
4076,853,unrelated
3769,1400,unrelated
3475,2043,agree
3325,532,unrelated
2975,826,discuss
4133,387,unrelated
3439,1419,discuss
4082,2412,unrelated
4075,2002,unrelated
3830,2118,unrelated
3672,532,unrelated
2597,93,unrelated
4171,2020,unrelated
3056,2377,unrelated
2805,1898,unrelated
3259,1608,discuss
2670,2188,unrelated
3295,2520,discuss
2871,755,agree
4040,1825,unrelated
2883,78,unrelated
2577,1867,unrelated
3686,1921,unrelated
3459,1673,unrelated
3121,1400,unrelated
2616,1789,agree
3861,1400,agree
3182,1799,agree
3974,1760,unrelated
3056,169,unrelated
3940,2009,unrelated
3799,1897,unrelated
3984,2152,unrelated
2678,2251,unrelated
2649,1603,unrelated
3545,1900,discuss
4102,1045,discuss
3368,1906,unrelated
3230,2434,discuss
4143,1148,unrelated
2880,195,unrelated
3737,903,unrelated
3267,2068,unrelated
3609,1090,unrelated
3273,1680,unrelated
3894,550,unrelated
4035,2129,unrelated
2578,1296,unrelated
2828,213,unrelated
3941,119,unrelated
2738,513,unrelated
2979,304,unrelated
3615,2272,unrelated
2900,1899,unrelated
3775,991,discuss
2712,81,unrelated
2674,1423,unrelated
4081,860,unrelated
3418,804,unrelated
4097,1313,discuss
2775,2156,agree
4004,1877,discuss
3356,2177,unrelated
3615,999,agree
3320,2411,unrelated
2923,1680,unrelated
3898,686,unrelated
3628,867,discuss
3294,966,agree
2649,2530,discuss
4008,2149,unrelated
3612,277,unrelated
3540,2360,unrelated
2948,1351,discuss
4049,1148,unrelated
3657,1958,unrelated
3635,2168,discuss
4025,2351,agree
3005,1832,unrelated
3575,2519,unrelated
2975,1844,discuss
4015,723,unrelated
2938,951,discuss
3426,831,unrelated
3352,932,unrelated
2966,401,discuss
2633,1016,discuss
3445,2434,unrelated
3343,1764,agree
2556,1926,discuss
4000,570,unrelated
3369,1843,discuss
2620,1933,unrelated
3755,1731,discuss
3714,1739,agree
3295,367,unrelated
3923,2398,unrelated
3806,2387,discuss
3558,1897,agree
2765,984,unrelated
2930,1846,agree
3606,2025,discuss
2624,346,unrelated
4091,195,unrelated
2791,55,unrelated
3859,442,unrelated
3428,2281,agree
3822,649,unrelated
3377,1372,unrelated
3133,205,unrelated
3016,2389,discuss
3760,1041,agree
2776,959,unrelated
3253,251,unrelated
3369,748,unrelated
2639,195,unrelated
2669,2087,unrelated
2870,1303,unrelated
3839,2251,unrelated
3973,722,unrelated
3864,1737,unrelated
3965,331,unrelated
2617,2448,discuss
3599,1372,unrelated
3263,1825,unrelated
3191,777,unrelated
3320,1787,unrelated
2980,1349,unrelated
3854,472,discuss
3503,550,unrelated
3109,825,discuss
4053,2097,unrelated
3476,1476,unrelated
3731,822,unrelated
3327,1939,unrelated
3398,539,unrelated
3156,844,unrelated
2782,1893,unrelated
3185,633,unrelated
3688,1016,discuss
3002,1574,unrelated
2996,1689,unrelated
3048,1223,unrelated
3319,867,unrelated
3455,2265,unrelated
2984,2374,agree
3528,1797,disagree
3383,531,unrelated
3119,1175,unrelated
2806,2343,unrelated
3819,2162,discuss
2622,505,unrelated
3589,2306,unrelated
2629,2188,unrelated
2931,1379,discuss
4019,2295,unrelated
3126,2388,unrelated
3137,1936,unrelated
2960,903,unrelated
3835,1786,unrelated
2919,1802,unrelated
3773,2415,discuss
3212,1295,unrelated
3625,2115,unrelated
2597,2075,discuss
3791,1950,unrelated
3760,161,unrelated
3430,220,unrelated
3939,2531,unrelated
3533,2124,unrelated
3398,1982,unrelated
3688,2187,unrelated
3345,2248,unrelated
3105,1893,unrelated
3967,1715,discuss
3898,737,unrelated
3403,1528,unrelated
4019,2068,unrelated
3785,424,unrelated
3792,2252,unrelated
4125,1746,unrelated
3489,1308,unrelated
3250,991,discuss
4000,258,unrelated
3599,608,discuss
3813,87,unrelated
3942,431,unrelated
3581,2055,agree
2755,1789,unrelated
2704,1538,unrelated
3480,527,unrelated
3722,942,discuss
2580,167,unrelated
3017,2156,unrelated
4042,1905,unrelated
3081,23,unrelated
3676,962,unrelated
3940,959,unrelated
3263,2334,discuss
4143,692,unrelated
3827,723,unrelated
2577,1688,discuss
3002,11,unrelated
3067,1435,unrelated
2904,1948,unrelated
2735,961,disagree
4053,7,unrelated
2560,366,unrelated
3599,2404,unrelated
3979,1347,unrelated
3999,254,unrelated
3303,1936,unrelated
4040,1269,discuss
3616,22,unrelated
3835,704,unrelated
3785,1544,agree
3547,649,unrelated
3495,1295,unrelated
3420,1234,unrelated
3623,1637,unrelated
3482,55,unrelated
3882,1012,unrelated
2594,568,unrelated
3628,2303,unrelated
4044,366,discuss
2907,1224,unrelated
2756,1789,unrelated
3354,1795,agree
3777,119,unrelated
3818,2306,discuss
3345,2287,discuss
2542,1349,unrelated
3398,531,unrelated
3268,190,unrelated
2587,1837,unrelated
4170,2162,discuss
2663,1539,unrelated
2617,1699,unrelated
2583,2508,unrelated
3867,2042,unrelated
3712,741,unrelated
3090,928,discuss
4075,2302,unrelated
2633,2047,discuss
2674,1752,agree
2537,725,unrelated
2843,1426,unrelated
4175,932,unrelated
3947,754,unrelated
3409,1917,discuss
3916,2156,unrelated
3939,81,unrelated
2865,1438,agree
2805,1837,unrelated
2563,1407,agree
3639,2052,disagree
2853,691,unrelated
3896,1500,unrelated
2741,1294,unrelated
2661,1422,unrelated
3832,2039,unrelated
2611,626,unrelated
2887,205,unrelated
3829,2496,agree
3943,1175,discuss
3426,979,unrelated
3094,1500,unrelated
3700,1541,agree
2654,860,unrelated
3806,663,unrelated
3086,186,unrelated
2607,880,discuss
2956,2528,unrelated
2984,60,unrelated
2953,730,unrelated
4115,908,unrelated
3868,626,unrelated
4067,816,unrelated
3135,1689,discuss
4114,280,unrelated
3346,2055,unrelated
4179,1906,unrelated
2975,1148,unrelated
2931,1438,unrelated
2939,2328,unrelated
3326,2118,unrelated
4056,2042,agree
3487,574,unrelated
3192,550,unrelated
3531,1336,discuss
3718,505,unrelated
3681,170,discuss
3128,1795,unrelated
3763,1263,unrelated
3367,2475,disagree
3460,2434,discuss
4045,654,discuss
3435,1646,unrelated
3284,1036,unrelated
2931,2015,unrelated
3795,2480,discuss
3353,621,unrelated
2977,2075,discuss
3332,1608,unrelated
3191,562,unrelated
2587,1689,unrelated
4131,585,unrelated
3476,527,unrelated
3057,1011,discuss
3951,1808,unrelated
2626,1803,unrelated
4114,2123,unrelated
2644,877,unrelated
4175,296,unrelated
3443,2303,discuss
4053,1299,discuss
2896,1545,unrelated
2868,720,unrelated
3959,1660,unrelated
3224,666,unrelated
4157,2076,discuss
3181,2118,unrelated
3143,2299,unrelated
3864,1895,discuss
3489,1256,unrelated
3508,387,unrelated
3727,1179,unrelated
3504,398,unrelated
3259,777,unrelated
3089,1638,discuss
3351,2330,unrelated
3792,72,unrelated
2732,2458,unrelated
3539,1658,unrelated
3143,1355,discuss
2553,1707,unrelated
3850,1802,discuss
2649,1003,unrelated
2556,1178,unrelated
3891,2495,unrelated
3402,424,unrelated
2638,2450,agree
3152,214,unrelated
4144,1047,unrelated
3658,2297,unrelated
3564,2042,unrelated
3566,80,unrelated
3019,829,agree
3853,1965,disagree
2657,933,unrelated
2644,1572,unrelated
3024,1802,unrelated
3896,2009,unrelated
3111,1042,unrelated
3133,1855,discuss
3810,1752,agree
4100,983,discuss
3375,1422,unrelated
4014,1693,discuss
2755,1858,discuss
4007,2129,unrelated
3339,2443,unrelated
2823,2042,unrelated
4055,1296,unrelated
3063,1785,discuss
2643,1565,unrelated
3676,1148,unrelated
2979,1943,unrelated
3327,2097,unrelated
2825,2529,agree
2738,712,discuss
3002,1009,unrelated
4175,1658,unrelated
3338,1500,unrelated
2942,472,unrelated
3685,2118,unrelated
3444,299,unrelated
3039,2520,unrelated
3352,1294,unrelated
2908,1239,unrelated
3191,693,unrelated
4106,933,unrelated
3735,829,unrelated
3432,2266,discuss
3660,1689,unrelated
3411,299,unrelated
3610,225,unrelated
2653,1569,unrelated
3278,1278,unrelated
3244,2492,unrelated
3002,2360,unrelated
2876,2330,unrelated
3539,1950,unrelated
3591,2118,unrelated
3473,2124,unrelated
2583,1978,disagree
2824,286,unrelated
3414,1234,unrelated
4040,1697,unrelated
3081,2414,agree
4094,760,unrelated
2703,1195,discuss
3002,2127,unrelated
3951,693,unrelated
3489,1424,discuss
3898,2477,unrelated
4028,2261,unrelated
3947,258,unrelated
2599,22,unrelated
2844,346,unrelated
3126,2116,unrelated
2979,2134,unrelated
3835,1251,unrelated
3252,2138,discuss
3642,2055,agree
3518,2118,unrelated
3159,1293,unrelated
3157,1058,unrelated
2881,2187,unrelated
3251,1364,unrelated
3787,1528,unrelated
3835,769,unrelated
2594,2075,discuss
3038,1778,unrelated
3126,877,unrelated
3836,1820,unrelated
3078,1167,discuss
4100,1795,agree
3017,1083,unrelated
3745,1500,unrelated
2880,900,unrelated
3750,2034,agree
3679,667,unrelated
2757,1718,unrelated
3024,2413,unrelated
3724,2411,unrelated
3128,1985,unrelated
3269,1500,unrelated
3614,1255,discuss
2818,702,unrelated
3052,181,unrelated
2624,472,unrelated
3854,591,unrelated
3200,903,unrelated
3880,2221,discuss
4171,1605,discuss
2617,2309,unrelated
3472,1615,discuss
3824,1751,unrelated
2936,1854,unrelated
3968,277,unrelated
2712,731,discuss
3724,271,unrelated
3332,1357,unrelated
3819,723,unrelated
3572,1950,unrelated
3822,181,unrelated
2655,2364,discuss
3020,2188,unrelated
3718,798,discuss
2906,1893,unrelated
4094,2295,unrelated
3609,2434,unrelated
3758,1897,unrelated
3510,1261,unrelated
2716,573,unrelated
3116,2252,unrelated
3166,2470,unrelated
3314,880,discuss
4011,819,unrelated
2660,251,unrelated
3311,382,unrelated
3470,880,discuss
3713,1239,unrelated
3140,1605,unrelated
2961,829,agree
3091,1139,discuss
2691,804,unrelated
4091,1921,unrelated
3392,1079,discuss
2667,1020,unrelated
4134,1622,discuss
2945,1263,unrelated
3210,1180,unrelated
3935,2090,unrelated
2746,2434,discuss
3002,1873,unrelated
3459,377,unrelated
3377,2139,disagree
3941,401,unrelated
3599,2287,unrelated
2936,830,unrelated
3979,694,unrelated
3537,713,discuss
3832,226,unrelated
3031,1739,agree
2818,280,unrelated
3110,2415,unrelated
3992,2118,unrelated
3442,459,unrelated
3555,2055,agree
3166,2528,discuss
3712,1610,discuss
4090,2302,unrelated
3126,220,unrelated
2945,2297,unrelated
3811,2042,unrelated
2802,305,unrelated
2925,1871,unrelated
2931,1692,discuss
4007,1661,discuss
3646,1837,agree
2605,1094,unrelated
3663,1139,discuss
4128,2054,discuss
2903,1822,discuss
2643,855,discuss
2584,2009,unrelated
3368,1139,discuss
3116,1325,unrelated
3599,1857,unrelated
3110,573,unrelated
4143,1825,unrelated
4124,1094,unrelated
3545,2404,unrelated
3559,2299,unrelated
2827,2509,discuss
2794,1622,discuss
3918,2188,unrelated
3880,2506,discuss
4035,61,unrelated
2638,1982,unrelated
3720,2261,unrelated
3836,855,unrelated
3532,2523,unrelated
2994,419,discuss
3473,1746,unrelated
2568,676,unrelated
2790,687,unrelated
3642,945,unrelated
3491,1403,unrelated
3626,1920,discuss
3174,68,unrelated
2684,1433,agree
2932,2152,unrelated
3352,1658,unrelated
3204,2002,discuss
2660,1849,unrelated
4171,2411,unrelated
3788,2003,unrelated
3119,1735,unrelated
3562,2124,unrelated
3201,2093,discuss
2691,1528,unrelated
2938,1806,unrelated
3658,1744,unrelated
4007,524,unrelated
4126,2174,unrelated
2655,1355,unrelated
4100,683,unrelated
3858,2261,unrelated
3059,833,unrelated
3658,1375,unrelated
3890,704,discuss
4175,137,unrelated
3319,22,unrelated
2843,887,agree
3334,964,unrelated
3852,1368,unrelated
3279,1269,unrelated
3939,1346,discuss
3815,2501,unrelated
3056,125,unrelated
4092,573,unrelated
4169,2252,unrelated
3034,1839,unrelated
3156,2481,discuss
3683,1237,discuss
2980,1781,unrelated
4114,1461,unrelated
2578,1897,unrelated
2568,320,unrelated
3846,2093,discuss
4173,2398,unrelated
3519,359,unrelated
4129,205,unrelated
3063,2288,unrelated
3224,1785,unrelated
3377,1896,discuss
3434,2483,unrelated
3116,0,unrelated
2671,2475,disagree
2973,1503,unrelated
3177,859,unrelated
2931,2354,unrelated
2791,1923,unrelated
3691,572,unrelated
4125,882,unrelated
3807,0,unrelated
2696,1430,discuss
3917,2417,discuss
3572,1481,unrelated
3457,1303,disagree
3168,401,unrelated
3113,2003,unrelated
3159,569,unrelated
4005,2184,unrelated
3832,190,unrelated
3031,2002,unrelated
3950,1255,discuss
3792,88,unrelated
3492,10,unrelated
2698,2130,unrelated
3301,2421,unrelated
4035,1913,discuss
2735,649,unrelated
4044,2375,unrelated
3854,1649,unrelated
3091,2156,unrelated
4102,1693,discuss
3656,1169,unrelated
3398,11,unrelated
3812,2385,unrelated
3886,557,unrelated
3229,1835,discuss
3221,7,unrelated
3723,979,unrelated
4095,119,unrelated
3437,1745,discuss
3890,1744,unrelated
2765,1547,unrelated
3802,1669,discuss
2672,1184,unrelated
3056,1048,unrelated
3418,1893,unrelated
3088,723,unrelated
3400,1837,unrelated
3075,1419,unrelated
2563,169,unrelated
3223,1813,unrelated
3625,761,unrelated
2994,1936,unrelated
3726,1435,unrelated
4038,403,unrelated
2863,1869,unrelated
3557,1439,unrelated
2854,1925,disagree
3506,2280,unrelated
4007,757,unrelated
3532,17,unrelated
3898,331,unrelated
3419,928,discuss
3599,115,unrelated
3283,959,unrelated
2975,1069,discuss
2734,387,unrelated
3740,181,unrelated
3911,1195,discuss
3599,2192,unrelated
2619,176,unrelated
3780,1724,discuss
3592,1395,unrelated
2938,1314,discuss
3329,573,unrelated
3247,879,agree
2633,928,discuss
2712,789,unrelated
3849,630,unrelated
2659,433,discuss
3234,1906,unrelated
3343,2016,agree
3262,2302,unrelated
4171,968,unrelated
3086,2097,unrelated
2863,1898,unrelated
3557,1534,unrelated
4006,2042,unrelated
3806,1293,discuss
2540,396,unrelated
3531,2296,unrelated
3776,752,unrelated
2638,2127,unrelated
3441,1410,agree
3285,1403,unrelated
3112,539,unrelated
2780,682,unrelated
4140,1893,unrelated
2977,568,unrelated
3585,524,unrelated
4007,1817,unrelated
3156,2317,discuss
3688,2261,unrelated
2876,1294,discuss
3487,1646,unrelated
4171,321,unrelated
3322,1528,unrelated
3666,2377,unrelated
3911,459,unrelated
3815,81,unrelated
2762,1289,unrelated
3592,2305,agree
3273,409,unrelated
3215,388,unrelated
3321,1013,unrelated
2816,568,unrelated
3625,1660,agree
3304,2042,unrelated
3112,518,unrelated
2608,1689,unrelated
2817,2025,discuss
4042,7,unrelated
3960,1185,discuss
3899,2306,unrelated
3679,2412,unrelated
3551,2471,discuss
3457,398,unrelated
3181,1239,unrelated
3269,1829,unrelated
2849,1898,unrelated
3858,2415,discuss
2822,699,unrelated
3819,1515,discuss
3039,858,unrelated
3003,190,unrelated
3486,1897,unrelated
2931,816,discuss
2973,244,unrelated
2799,2261,discuss
3979,1361,unrelated
3080,2261,unrelated
2669,1638,agree
2793,1427,unrelated
3951,214,unrelated
3547,534,unrelated
3854,760,unrelated
3415,1301,agree
2817,5,unrelated
2777,646,unrelated
2744,251,unrelated
4031,1669,discuss
3034,1875,unrelated
3162,1702,unrelated
2830,144,unrelated
2713,2188,discuss
3967,1916,discuss
2824,137,unrelated
3475,2061,unrelated
2615,2251,unrelated
3391,1541,unrelated
3549,959,unrelated
2896,1049,unrelated
3472,225,unrelated
3667,630,unrelated
3486,119,unrelated
3599,446,discuss
3221,1567,unrelated
3606,5,unrelated
3042,2483,agree
3725,2075,discuss
3320,1267,unrelated
3722,1313,discuss
3475,2367,unrelated
3979,2526,unrelated
4143,1984,agree
3755,1948,unrelated
3592,1413,unrelated
2669,1530,unrelated
3553,1073,unrelated
3719,568,unrelated
4035,388,unrelated
2891,1739,disagree
3031,667,unrelated
3160,2114,unrelated
2967,760,unrelated
2801,77,unrelated
2979,794,disagree
3793,472,unrelated
4040,1843,discuss
2609,1897,agree
3205,1016,discuss
2711,534,unrelated
2885,30,unrelated
3797,2002,unrelated
2537,304,unrelated
4035,816,unrelated
2934,1897,agree
4132,2295,unrelated
3939,2202,discuss
2938,773,unrelated
2802,816,unrelated
3127,438,agree
2794,649,unrelated
3818,2034,unrelated
2876,271,unrelated
3553,723,unrelated
2993,398,discuss
2853,1471,unrelated
3229,1024,unrelated
3354,2334,discuss
3372,1234,unrelated
3528,181,unrelated
4143,483,unrelated
3359,819,unrelated
3221,1968,agree
4040,1538,unrelated
3345,2149,discuss
2680,1289,unrelated
3445,2058,discuss
3531,1627,unrelated
3579,1355,unrelated
3854,2295,unrelated
3016,269,unrelated
2837,2514,discuss
3773,1224,unrelated
3113,1239,agree
4171,2197,unrelated
3763,975,unrelated
2860,2431,discuss
3056,40,unrelated
2869,472,unrelated
3162,755,discuss
2614,1721,discuss
3983,1814,discuss
3856,550,unrelated
3402,882,unrelated
3160,1439,unrelated
3515,40,unrelated
3227,2458,unrelated
3326,1917,unrelated
3494,516,unrelated
3149,2261,unrelated
3350,1255,unrelated
2962,2200,discuss
3828,1342,agree
4141,646,unrelated
4131,944,unrelated
3912,225,unrelated
4053,1077,unrelated
2942,1403,unrelated
3835,1361,unrelated
3572,2022,unrelated
2854,2240,unrelated
3397,1921,unrelated
3224,1708,unrelated
2592,534,unrelated
3815,54,unrelated
3151,1073,discuss
3772,1906,unrelated
3398,139,unrelated
3548,2375,unrelated
4056,1864,discuss
3002,2163,unrelated
3887,5,unrelated
3377,821,unrelated
3531,1093,discuss
3551,1240,unrelated
4156,2093,discuss
3681,1865,discuss
3940,2156,unrelated
4045,56,agree
3435,1090,unrelated
2644,2016,unrelated
2553,1746,discuss
2931,450,unrelated
4019,687,agree
2638,524,unrelated
3676,214,unrelated
2728,240,unrelated
2648,2295,discuss
2687,295,unrelated
3111,36,unrelated
3638,1090,unrelated
3446,93,unrelated
2839,1239,unrelated
2643,226,unrelated
3531,826,unrelated
3989,2492,discuss
3434,2307,unrelated
3443,1365,agree
4053,1157,discuss
3141,882,unrelated
2588,1539,unrelated
4008,1383,discuss
3426,1331,unrelated
4004,5,unrelated
3787,1569,unrelated
2667,1045,agree
2830,119,unrelated
3531,704,unrelated
3922,1013,unrelated
3005,837,unrelated
3341,568,unrelated
3167,1406,unrelated
2951,903,unrelated
3143,1689,discuss
4171,1223,unrelated
2622,2329,unrelated
2884,1917,unrelated
3947,30,discuss
3405,682,unrelated
3979,1776,unrelated
3220,1260,unrelated
3130,1789,unrelated
3352,137,unrelated
3135,568,unrelated
3398,1873,unrelated
2612,1185,discuss
4045,689,unrelated
3185,40,unrelated
4022,941,unrelated
3377,840,discuss
3595,2434,unrelated
2829,2138,discuss
3810,2502,agree
3002,1213,unrelated
3878,2080,unrelated
3377,344,unrelated
3864,1283,unrelated
3128,105,discuss
3334,2338,unrelated
3028,1645,unrelated
3056,1439,unrelated
4007,1573,disagree
3698,591,unrelated
2738,1141,discuss
3023,1619,discuss
3254,2398,agree
2644,1938,unrelated
2765,1385,unrelated
4035,1678,unrelated
3577,1239,unrelated
3519,321,unrelated
3317,2197,unrelated
2704,1678,unrelated
4033,22,unrelated
3251,1196,unrelated
2853,1883,unrelated
3539,2017,discuss
2765,704,unrelated
3562,254,unrelated
3935,692,unrelated
2923,1291,unrelated
3618,521,unrelated
3294,1744,unrelated
2533,928,discuss
3052,1422,unrelated
2562,1799,agree
2945,2175,unrelated
2846,570,unrelated
3869,2211,agree
2703,1430,discuss
3002,2130,unrelated
3920,1224,unrelated
3714,667,unrelated
3221,54,unrelated
3114,2224,discuss
3539,900,unrelated
3252,2003,discuss
3277,2034,unrelated
2925,1073,unrelated
3304,1789,unrelated
3729,687,unrelated
3645,1240,unrelated
2855,2515,disagree
2645,225,agree
3046,1165,unrelated
3295,891,unrelated
3959,1331,discuss
2905,1933,unrelated
3317,737,unrelated
2846,1251,unrelated
4156,972,unrelated
2631,126,unrelated
3945,714,unrelated
3441,413,unrelated
2897,1255,unrelated
3078,1781,discuss
4100,2334,discuss
3085,941,unrelated
4093,1195,unrelated
3162,1875,unrelated
3248,1048,discuss
3317,1289,unrelated
3364,1261,unrelated
3345,1289,unrelated
3894,959,unrelated
3537,964,unrelated
2735,2475,agree
3823,2415,unrelated
4042,1873,agree
3931,2438,discuss
3225,1541,agree
3078,409,unrelated
3302,41,discuss
3057,1239,unrelated
3385,1195,unrelated
2577,1177,unrelated
4171,1426,discuss
2638,1358,unrelated
4004,404,unrelated
2712,1473,disagree
3758,119,unrelated
2568,1245,agree
2824,1854,unrelated
3230,1893,unrelated
3220,2053,agree
2887,689,unrelated
2945,975,unrelated
2637,2034,unrelated
2668,1933,unrelated
2761,2343,unrelated
2859,2405,discuss
3218,2269,unrelated
3377,800,unrelated
2973,1006,discuss
3526,2042,unrelated
2738,1787,unrelated
3492,444,unrelated
3646,1721,unrelated
3239,1906,unrelated
3869,1939,unrelated
3199,419,agree
2580,2261,discuss
2537,1737,unrelated
2536,986,unrelated
3229,1921,unrelated
2584,1502,disagree
3314,991,discuss
3215,1627,unrelated
2998,1400,unrelated
3878,2263,agree
3470,991,discuss
2925,1255,unrelated
2694,1987,discuss
3140,1817,unrelated
3985,1595,unrelated
3352,1077,unrelated
3293,2236,discuss
3986,205,unrelated
4049,1370,discuss
4158,686,unrelated
3216,2069,agree
2617,1438,unrelated
3596,1893,unrelated
3392,1598,discuss
2566,524,unrelated
3421,615,unrelated
3659,2168,discuss
3657,1678,unrelated
2698,1157,unrelated
2980,1678,unrelated
3967,321,unrelated
2649,2078,unrelated
2556,527,unrelated
3128,643,unrelated
3822,1400,agree
4145,2152,unrelated
2926,1864,unrelated
3531,2495,discuss
3347,615,unrelated
3946,2364,discuss
3912,1083,unrelated
3415,2403,unrelated
4053,830,unrelated
3832,855,discuss
3611,1403,unrelated
4162,712,unrelated
3725,1789,unrelated
3295,639,unrelated
3878,1686,unrelated
3552,2188,unrelated
2610,72,unrelated
3724,120,unrelated
2674,2240,unrelated
3166,551,discuss
4013,775,unrelated
3142,1954,agree
3809,804,discuss
3482,2371,discuss
2610,1176,unrelated
2552,1560,discuss
4007,1249,discuss
3367,2155,unrelated
3375,959,unrelated
2931,844,unrelated
4063,1834,unrelated
3225,800,unrelated
3392,633,unrelated
3820,459,unrelated
2610,1913,unrelated
3413,933,unrelated
2818,1737,discuss
3056,1605,unrelated
3288,2002,unrelated
3391,551,discuss
2558,321,unrelated
3456,626,unrelated
2804,2132,unrelated
2712,1913,unrelated
4044,295,unrelated
3815,1465,unrelated
3626,2372,discuss
2938,1660,unrelated
3238,2474,agree
3539,844,unrelated
4135,2185,discuss
2741,572,unrelated
3837,2478,agree
2961,860,unrelated
2649,773,unrelated
2546,1277,unrelated
3687,1107,unrelated
2975,1165,unrelated
4101,1515,discuss
2818,1673,unrelated
3585,2453,unrelated
3064,2177,unrelated
3669,933,unrelated
2953,740,unrelated
2698,1141,discuss
3076,2009,discuss
2737,2407,disagree
2843,1627,unrelated
2560,819,unrelated
2931,2044,unrelated
3726,2235,unrelated
3899,1721,discuss
4054,649,unrelated
3599,2130,unrelated
2613,2047,discuss
3152,1330,discuss
2582,2068,unrelated
2680,2317,discuss
2758,2432,unrelated
2567,2156,agree
2631,723,unrelated
2646,1403,unrelated
3107,1921,unrelated
3519,1948,unrelated
3070,2261,unrelated
3939,939,discuss
3611,1435,unrelated
